Partner Number, Passed Inspection, Note, Name, Link, Text, Image Name, Image Height, Image Length, Image Description
251,FALSE,251.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Glendale Community College has played a significant role in the development of our surrounding communities since our dedication in 1965. More than 32%comma%000 students are enrolled in a wide variety of degree and certificate programs on their way to achieving personal goals that are as diverse as the people we serve. From learning more on a particular subject to earning a degree or certificate to preparing for a new career or transfer to a university%comma% GCC students are hard at work%comma% making life happen. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner251.jpg,37,100,
252,FALSE,252.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1973%comma% the Glendale Arizona Historical Society is a highly visible force in historic preservation in Glendale%comma% Arizona. The Society is dedicated to historic preservation in the broadest sense%comma% including collecting and preserving artifacts%comma% photographs%comma% oral histories and written materials. Society members have also demonstrated a special attachment to and love for some of the historic buildings of the city%comma% especially Manistee Ranch and Sahuaro Ranch. The Society has diligently restored these buildings%comma% which are now used as a home base for the Glendale Arizona Historical Society. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner252.jpg,36,100,
253,FALSE,253.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Glendale Public Library System has a main library and two branches%comma% Foothills and Velma Teague. It is the oldest library in the Phoenix%comma% AZ metro area%comma% serving residents since 1895. The mission of Glendale Public Library%comma% a service-oriented organization%comma% is to provide free and equal access%comma% without prejudice and discrimination%comma% to each man%comma% woman and child in the community. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner253.jpg,50,100,
254,FALSE,254.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Greenlee County has seen Coronado's conquest and Geronimo's raids%comma% outlaws and epidemics%comma% destructive fire and devastating floods and the struggles to build Arizona's first railroad%comma% bank and a vast Copper Empire. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner254.jpg,122,100,
255,FALSE,255.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Jerome Historical Society as complete refurbished the original museum and the archives contains over 12%comma%000 photographs and documents that tell the rich history of the mining town perched precarious%comma% on top of Cleopatra Hill. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner255.jpg,120,100,
256,FALSE,256.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Mohave Museum of History and Arts was founded in 1961 by the Mohave Historical Society. Located in Kingman%comma% Arizona%comma% the Museum is a private%comma% not-for-profit organization. Its growth and current operations are financed entirely by admissions%comma% memberships and contributions. The Museum is dedicated to the purposes of preserving the heritage of Northwestern Arizona and of presenting that history to the public. The Museum and Library house a collection of artifacts%comma% photographs%comma% oral histories%comma% manuscripts%comma% maps%comma% newspapers%comma% and publications that document the history of Mohave County%comma% Arizona.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner256.jpg,107,100,
257,FALSE,257.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The mission of the Museum of Northern Arizona (MNA) is to inspire a sense of love and responsibility for the beauty and diversity of the Colorado Plateau through collecting%comma% studying%comma% interpreting%comma% and preserving the region's natural and cultural heritage. MNA holds outstanding collections in archaeology%comma% ethnology%comma% geology%comma% paleontology%comma% biology%comma% and fine art. The Harold S. Colton Memorial Library features strong library and archival resources related to the 3-D collections and fields of study pertinent to the museum's mission and research activities. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner257.jpg,101,100,
258,FALSE,258.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,"%newline%<p> at Arizona Memory Project</p>%newline%<p>The national park concept is generally credited to the artist George Catlin%comma% who on a trip to the Dakotas in 1832%comma% worried about the impact of America's westward expansion on Indian civilization%comma% wildlife%comma% and wilderness. They might be preserved%comma% he wrote%comma% ""by some great protecting policy of government... in a magnificent park.... A nation's park%comma% containing man and beast%comma% in all the wild and freshness of their nature's beauty!""</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%",partner258.jpg,100,100,
259,FALSE,259.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Navajo County Historical Society was founded May 1979 in Winslow%comma% Arizona by a group of interested residents. The mission of the Navajo County Historical Society (Holbrook%comma% AZ branch) is to: collect and preserve data touching the early history of Navajo County and the State of Arizona%comma% in the form of documents%comma% printed and published materials%comma% photographs%comma% paintings and artifacts; interpret and disseminate Navajo County's history through exhibitions%comma% printed materials and other media; and provide the resources for research by maintaining a museum%comma% archives and library. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner259.jpg,83,100,
260,FALSE,260.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Northern Arizona University Cline Library is honored to serve as the home for a rich array of archival material which documents the history and development of the Colorado Plateau in a variety of disciplines. The public treasures found in Special Collections and Archives take the form of several million items including letters%comma% diaries%comma% and ledgers; vintage and contemporary photographs; oral history interviews; films; and maps. The library is committed to sharing this regional heritage with a global audience in support of education and enjoyment.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner260.jpg,125,100,
261,FALSE,261.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Old Trails Museum and the Winslow Historical Society are located at 212 Kinsley%comma% in the heart of downtown Winslow's historic district. The Museum and Historical Society are the home to a rich variety of regional historic artifacts and the extensive collection of engineering records of the Santa Fe railroads' old Albuquerque Division. Housed in a 1921 bank building%comma% the Museum still boasts original tile%comma% marble counters and an impressive vault.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner261.jpg,91,100,
262,FALSE,262.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Oracle Historical Society%comma% Inc. was founded in 1977 as a non-profit 501(c)3 educational organization. The mission of the organization is to preserve historical artifacts and properties; to educate%comma% to encourage awareness and appreciation of the unique cultural-historical heritage of the community of Oracle and surrounding areas; and to promote alliances that enhance the Society's ability to influence the future by honoring the past.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner262.jpg,88,100,
263,FALSE,263.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Phoenix College was founded in 1920 with just 53 students and is now part of the Maricopa Community Colleges%comma% a district that ranks as the nation's largest community college system and the single largest provider of higher education and career training in Arizona. Located near 12th Avenue and Thomas Road%comma% Phoenix College is near the heart of the city's business and cultural centers.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner263.jpg,99,100,
264,FALSE,264.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Until 1995%comma% the Phoenix Museum of History was named The Arizona Museum of History. In 1919 the Maricopa Chapter of the Daughters of the American Revolution (DAR) began a drive to establish a museum. In 1923 it became Phoenix's first museum when it was incorporated as a private%comma% non-profit organization. In 2009%comma% the Board voted to merge with The Arizona Science Center. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner264.jpg,99,100,
265,FALSE,265.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Pima County Public Library is a system of 26 libraries operated by Pima County in Tucson%comma% Arizona. The mission of the Pima County Public Library is to enrich lives and build community through providing opportunities to learn%comma% know and interact. As such%comma% it offers free access to library resources in an atmosphere that fosters respect%comma% intellectual freedom and diversity. It acts as a forum for information and ideas by forging strong community partnerships. And through its numerous programs for children%comma% teens and adults%comma% it provides a foundation for life-long learning. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner265.jpg,102,100,
266,FALSE,266.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>This 501(c) 3 non-profit organization was formed on Nov. 9%comma% 1996 and incorporated on Nov. 6%comma% 1999%comma% with a mission to collect%comma% preserve and exhibit historic artifacts%comma% documents%comma% and photographs of Pinetop-Lakeside and the surrounding area in Arizona's White Mountains from the earliest of time to the present. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner266.jpg,53,100,
267,FALSE,267.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1960 as the Western Postal History Museum%comma% the Postal History Foundation is a private%comma% non-profit organization dedicated to postal history and research. Renamed in 1990%comma% the Foundation's mission is to promote an appreciation of stamp collecting and postal history through the preservation of philatelic collections%comma% literature and documents%comma% and the enhancement of youth education using stamps as teaching tools. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner267.jpg,111,100,
268,FALSE,268.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Pueblo Grande Museum is an educational institution for the citizens of Phoenix and their guests. It is a Point of Pride and quality of life amenity for the residents of the Phoenix metropolitan area%comma% and a tourism attraction. The Museums collects%comma% preserves%comma% and exhibits objects from the site of Pueblo Grande%comma% and serves as a repository for collections from archaeological projects in the City. Pueblo Grande Museum holds all of its collections in trust for the people of the City of Phoenix. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner268.jpg,67,100,
269,FALSE,269.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,"%newline%<p> at Arizona Memory Project</p>%newline%<p>The Raúl H. Castro Institute (RCI)%comma% named after the first and only Mexican-American Governor of Arizona (1975-1977)%comma% is a non-profit organization and collaborative effort of the Arizona Governor's office and various Higher Education institutions in Arizona. The RCI is a """"Do Tank"""" focusing on issues that affect the Latino community in Arizona%comma% with emphasis on education%comma% health and human services%comma% leadership and civic participation. Latino Perspectives Media (LPM) publishes Latino Perspectives Magazine ­ telling the story of Arizona Latinos defining and pursueing the American dream with cultural pride. LPM also publishes individual books on Arizona Latino History%comma% such as Faces of Post 41%comma% contained herein. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%",partner269.jpg,55,100,
270,FALSE,270.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Ross-Blakley Law Library collections and services are designed to meet the legal information needs of the faculty%comma% the students%comma% the University community and the public. We maintain a collection of primary authority and secondary source materials. The Law Library is a participant in the Federal Library Depository Program. Some collection emphases include Indian Law%comma% English Legal History and a large collection of Arizona appellate court briefs. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner270.jpg,27,100,
271,FALSE,271.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>One of the Valley's oldest and most magnificent ranches%comma% the 17-acre Sahuaro Ranch Park Historic Area features 13 original historic buildings and structures%comma% a rose garden%comma% barnyard%comma% and orchards. The lush grounds include citrus%comma% figs%comma% date palms%comma% olives%comma% apricots%comma% peaches%comma% pecans%comma% and grapes. Visitors will also see peacocks%comma% chickens%comma% and perhaps other small animals. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner271.jpg,103,100,
272,FALSE,272.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Scottsdale Public Library is a system of four libraries operated by the City of Scottsdale. The mission of the Scottsdale Public Library is to provide a supportive environment for the community to discover opportunities%comma% explore ideas%comma% interact with others%comma% and become life-long learners. The library has a collection of over 800%comma%000 physical items in its locations and makes thousands more available through online services to its customers. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner272.jpg,100,100,
273,FALSE,273.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Sedona Historical Society is a non-profit 501(c)(3) organization whose efforts are entirely funded by the generous support of members and sponsors. The Society's mission is to research%comma% preserve and teach the history of the greater Sedona area. As part of that effort the Society operates the Sedona Heritage Museum at 735 Jordan Road in Uptown Sedona. In addition to the Museum%comma% the Society offers oral history and living history programs%comma% student programs%comma% a research library%comma% speakers bureau%comma% partnerships with local businesses and organizations%comma% and many other special%comma% history-related programs.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner273.jpg,100,100,
274,FALSE,274.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Sharlot Hall Museum%comma% a state funded agency and non-profit entity%comma% was founded in 1928 by Arizona historian%comma% poetess%comma% and activist Sharlot Mabdrith Hall. The Museum Library and Archives%comma% a full service research facility%comma% serves over 3%comma%000 patrons a year and holds archaeological%comma% cultural%comma% and historical materials related to County and Northern Arizona. Vast collections of rare books%comma% manuscripts%comma% diaries%comma% personal papers%comma% organizational papers%comma% maps%comma% photographs%comma% oral histories%comma% archaeological reports%comma% local and state governmental records%comma% and genealogical materials vary in subject matter. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner274.jpg,82,100,
275,FALSE,275.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Show Low Historical Society%comma% a city funded agency and non-profit entity%comma% was founded in 1995. The founders were Dr. Albert Armstrong%comma% Jo Ann Hatch%comma% Louis Rawlings%comma% Jackie Solomon and Joseph Woolford. The museum serves more than 2000 patrons a year and holds archaeological%comma% cultural%comma% and historical materials related to the White Mountains of Arizona. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner275.jpg,88,100,
276,FALSE,276.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Sun City's history began January 1%comma% 1960%comma% at the intersection of 107th Avenue and Oakmont Drive. It was on that day that the Del E Webb Corporation unveiled the world's first active-adult resort retirement community. Sun City's history can still be found at the intersection of 107th Avenue and Oakmont Drive. Next to the Oakmont Recreation Center sits the Del Webb Sun Cities Museum and the headquarters of the Sun Cities Area Historical Society. The museum occupies one of the first five model homes in Sun City. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner276.jpg,66,100,
277,FALSE,277.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Taylor/Shumway Heritage Foundation became a functioning organization in 1992 but was not incorporated until 1997. Prior to that time it was a part of the Navajo County Historical Society but its participation was limited. The mission of the Taylor/Shumway Heritage Foundation is to foster activities that will preserve and enhance the heritage of Taylor and Shumway and the surrounding areas. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner277.jpg,100,100,
278,FALSE,278.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1984 by Gabrielle Liese %comma% The Bead Museum provides a safe haven for a permanent collection of over 100%comma%000 beads%comma% beaded artifacts and adornments%comma% and takes visitors on a journey of discovery of world cultures%comma% history%comma% geography%comma% anthropology%comma% art and archaeology. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner278.jpg,100,100,
279,FALSE,279.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1946 on the grounds of the deactivated airbase Thunderbird Field I%comma% Thunderbird (a.k.a. American Institute for Foreign Trade) was the first graduate management school focused exclusively on global business. Now%comma% Thunderbird School of Global Management is regarded as the world's leading institution in the education of global managers and has operations in the United States%comma% Europe%comma% Latin America%comma% Russia and Asia. Ranked #1 in international business by the Wall Street Journal%comma% Financial Times%comma% and U.S. News and World Report%comma% Thunderbird is dedicated to educating global leaders who create sustainable prosperity worldwide.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner279.jpg,50,100,
280,FALSE,280.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Although a relatively young municipality%comma% the community has a long and rich history with more than 4%comma%200 years of continuous human occupation in Marana and the surrounding middle Santa Cruz Valley. Long before the coming of the Spanish Conquistadors and missionaries in the 17th Century%comma% the area was inhabited by the Hohokam people who developed extensive canal systems and used waters from the Santa Cruz River to irrigate crops. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner280.jpg,97,100,
281,FALSE,281.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Tucson High is the oldest operating public high school in the state of Arizona and also TUSD's first magnet high school. THMS obtained its magnet status in 1982 and boasts four areas of specialized study in: Visual and Performing Arts%comma% Science%comma% Mathematics and Technology. In addition our unique location enables students to take advantage of programs at the University of Arizona%comma% Pima Community College%comma% and the Downtown Arts District. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner281.jpg,61,100,
282,FALSE,282.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Tucson Museum of Art and Historic Block encompasses an entire city block in historic downtown%comma% and features original and traveling exhibitions focusing on Art of Latin America%comma% Art of the American West%comma% Modern and Contemporary Art and Asian Art as well as tours%comma% education programs%comma% studio art classes%comma% and Museum Store to delight and educate visitors. The Tucson Museum of Art serves the city and surrounding regions and is committed to broadening public access to the arts%comma% enriching daily life.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner282.jpg,152,100,
283,FALSE,283.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1960 by Ruth Walgreen Stephan%comma% the University of Arizona Poetry Center combines a world-class special collections poetry library with vigorous outreach programming%comma% including a reading series that features nationally and internationally known writers%comma% children's programming%comma% writers' residencies%comma% and community classes and workshops. The Poetry Center houses one of the largest collections of contemporary poetry in the United States%comma% and it is among the few such collections that are entirely accessible to the public. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner283.jpg,77,100,
284,FALSE,284.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Special Collections%comma% established in 1958%comma% is a department of the University of Arizona Libraries. Special Collections collects%comma% preserves%comma% and makes accessible historical and contemporary materials relating to Southwestern Americana and U.S./Mexico Borderlands history%comma% Congressional and Political Affairs in Arizona%comma% the history of science%comma% fine and theatre arts%comma% the art of the book%comma% and British and American Literature. Special Collections is committed to developing distinctive holdings by acquiring unique materials that will build in regional topics where there is little coverage elsewhere. Special Collections collaborates with its partners to develop and link educational%comma% research%comma% and public service programs to meet the needs of the University%comma% the citizens of Arizona%comma% and the greater scholarly community.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner284.jpg,41,100,
285,FALSE,285.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Vail Preservation Society endeavors to preserve and present the history and historic resources of Vail and the Cienega Corridor in ways that recognize%comma% honor%comma% and interpret the rich diversity of our community's shared past as the foundation for a shared future.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner285.jpg,132,100,
286,FALSE,286.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The mission of the Yavapai College Library is to support and enhance the academic%comma% professional and lifelong learning needs of the Yavapai College community. This is accomplished by providing information resources%comma% technology and support necessary in teaching and learning and by providing environments%comma% services and programs that promote discovery%comma% engagement and value of lifelong learning. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner286.jpg,100,100,
287,FALSE,287.php has been marked for review (Null partner) (0 Collections),#NAME?,http://history.idaho.gov/,%newline%<p>The Idaho State Historical Society is a trusted guide through the state's history and how it has shaped every aspect of our lives — our land%comma% our communities%comma% our government and our people. Created in 1881 and established as a state agency in 1907%comma% the Idaho State Historical Society (ISHS) is an extraordinary system of cultural and historic resources comprised of the Idaho State Historical Museum%comma% Idaho State Archives%comma% Idaho State Historic Preservation Office%comma% and Historic Sites Program. </p>,partner287.jpg,180,240,
288,FALSE,288.php has been marked for review (Null partner) (Null image description) (Null browse link) (0 Collections),#NAME?,http://www.kanabheritage.com/,%newline%<p>The Heritage House in Kanab%comma% Utah%comma% was built in 1894 for Henry Eyring Bowman by master builder John Rider. The Thomas Chamberlain family later lived there%comma% and its last residents were the McAllister family. In 1974%comma% Dr. George R. Aiken was instrumental in restoring this property. He headed many fund-raising events to contribute to the cost of the renovation. Citizens of Kanab also worked many volunteer hours to help restore this home painstakingly to its original splendor. It was placed on the National Register of Historic Places in 1975.</p>%newline%<p>The Heritage Museum is located in the old Kanab City Library. In 1996%comma% when this building was to be torn down%comma% members of the Kanab Historical Society approached the mayor to see if they could have use of the building. The mayor gave them three years to see what could be done. They decided to turn it into a museum. After much work%comma% the first displays were opened in 1999. The museum has grown to house a wonderful collection of artifacts%comma% histories%comma% personal stories%comma% photographs%comma% and many other items pertaining not only to Kanab%comma% but also to Kane County and the Fredonia%comma% Arizona%comma% area. In the basement of the Heritage Museum is the Juniper Gallery%comma% which features beautiful artwork from around the area. </p>%newline%<p>The collection from this partner is currently unavailable.</p>,partner288.jpg,153,424,
289,FALSE,289.php has been marked for review (Null Browse Link) (0 Collections),University of Idaho,,%newline%<p>The Digital Initiatives department works to preserve and make accessible collections from the library%comma% the University of Idaho%comma% and the State of Idaho via its digitization%comma% database%comma% and digital archiving services.</p>%newline%<p><strong></strong></p>%newline%<p>Collections from this former partner are no longer available in the Mountain West Digital Library%comma% but can be accessed directly at: </p>,partner289.jpg,,250,
291,FALSE,291.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Science Center has a rich history of exploration%comma% innovation and collaboration. Beginning as a community project of The Junior League of Phoenix in 1980%comma% the Center has established itself as a major institution of learning for families%comma% teachers and students and other guests. Over three decades%comma% with substantial help from the citizens of Phoenix and years of focused content and program development%comma% the Center has grown to serve over a half million guests annually%comma% of which nearly 140%comma%000 are school children.</p>%newline%<p>Search within the records from this partner:</p>%newline%,partner291.jpg,46,100,
292,FALSE,292.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Secretary of State's office is primarily a filing office that records and files documents from Arizona agencies%comma% businesses and public officers. The office is also the custodian of the great seal of the state of Arizona. The duty of being the keeper of the great seal of the state of Arizona is to grant or deny its use and affixing the great seal to all official documents.</p>%newline%<p>The Arizona State Library%comma% Archives and Public Records%comma% a division of the Secretary of State%comma% serves the information needs of Arizona citizens. Through the Arizona Capitol Museum%comma% a subdivision of the Arizona State Library%comma% Archives and Public Records%comma% exhibits are created to educate the public regarding government-related history and the legislative process. </p>%newline%<p>Search within the records from this partner:</p>%newline%,partner292.jpg,46,100,
293,FALSE,293.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Cienega Watershed Partnership facilitates cooperative actions that steward the natural and cultural resources of the Cienega Watershed while enabling sustainable human use.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner293.jpg,75,100,
294,FALSE,294.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Yuma County Library District is an Arizona center for information%comma% community enrichment%comma% recreational reading%comma% and lifelong learning. </p>%newline%<p>The District serves Yuma County with eight library locations%comma% one of which is the San Luis Branch located on the border with Mexico. The oral histories and photographs are housed here in the hopes of drawing attention to the cultural diversity and history of the people the Yuma County Library District serves. The newly built San Luis Branch overlooks the very fields in which the interviewees have worked for decades.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner294.jpg,75,100,
297,FALSE,297.php has been marked for review (Null partner) (0 Collections),#NAME?,http://www.montanamemory.org/,%newline%<p> at Montana Memory Project</p>%newline%<p>DESCRIPTION </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner286.jpg,100,100,
298,FALSE,298.php has been marked for review (Null partner) (0 Collections),#NAME?,http://www.montanamemory.org/,<p>The Corette Library is the sole library on the Carroll College campus in Helena%comma% Montana. The Library's primary mission is to support the research needs of Carroll faculty%comma% staff%comma% and students.</p>%newline%<p>The Library provides access to electronic databases and thousands of electronic periodicals and print periodicals%comma% and 160%comma%000 monographs. Other facilities include conference and study rooms%comma% classrooms%comma% computers%comma% printers%comma% scanners%comma% and photocopiers.</p>%newline%<p>&nbsp;</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner298.jpg,,250,
299,FALSE,299.php has been marked for review (Null partner) (0 Collections),#NAME?,http://www.montanamemory.org/,<p> North Lake County Public Library in Polson%comma% Montana%comma% overlooks beautiful Flathead Lake and the distant peaks of Glacier National Park. The library provides a welcoming%comma% contemporary center of literacy and lifelong learning for all users%comma% including free access to an enlightening collection%comma% resources in varied formats%comma% and current technology%comma% made available by a knowledgeable%comma% courteous staff.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner299.jpg,262,350,
300,FALSE,300.php has been marked for review (Null partner) (0 Collections),#NAME?,http://www.montanamemory.org/,%newline%<p> at Montana Memory Project</p>%newline%<p>The Sidney Public Library promotes the love of reading and the joy of discover for persons of all ages%comma% provides information and learning resources in a variety of formats for both education and leisure%comma% and prepares our patrons for the challenges and opportunities in the lifelong quest for knowledge in the information age.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner300.jpg,297,396,
