Collection Number,Passed Inspection,Note,Title,URL Title,Publisher,Article Text,Article Image,AMP Image Version,Image Description,Browse Link
1822,false,1822.php has been marked for review (Null partner),Vogel Estate Collection,VogelEstateCollection,Published by <a href="../partners/287.php"></a>,</p>%newline%The Vogel Estate Collection was was donated to the Idaho State Historical Society in 2008 and features an array of postcards of views around Idaho. These postcards%comma% which are only a fraction of the Postcard collection at ISHS%comma% reflect how images were shared and sent to others. The collection also features views of Sun Valley Lodge when it first opened%comma% Shoshone Falls%comma% Thousand Springs and the Sawtooth Mountains&nbsp;just to name a few.</p>%newline%&nbsp;</p>%newline%&nbsp;</p>%newline%,<img src="../images/collection_images/collection1822.jpg" width="390" height="237" alt="Postcard of soliders peeling potatoes " align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1822.jpg" width="390" height="237" alt="Postcard of soliders peeling potatoes " layout = "responsive"></amp-img>,<a href="http://idahohistory.cdmhost.com/cdm/singleitem/collection/p16281coll16/id/51/rec/48">Soliders Peeling Potatoes</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Vogel+Estate+Collection">Browse all records in Vogel Estate Collection</a></p>,
1831,false,1831.php has been marked for review (Null Browse Link),University of Nevada%comma% Reno Herbarium,UniversityofNevadaRenoHerbarium,Published by <a href="../partners/105.php">University of Nevada%comma% Reno%comma% University Libraries</a>,</p>%newline%The UNR Herbarium has been in existence since 1886. This online collection currently includes more than 20%comma%000 records. There are 90%comma%000+ specimens in the entire collection. </p>%newline%,<img src="../images/collection_images/collection1831.jpg" alt="Abies amabilis (Douglas ex Louden) Douglas ex Forbes" width="358" height="242" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1831.jpg" alt="Abies amabilis (Douglas ex Louden) Douglas ex Forbes" width="358" height="242" layout = "responsive"></amp-img>,<a href="http://contentdm.library.unr.edu/cdm4/item_viewer.php?CISOROOT=/herb&CISOPTR=28991&CISOBOX=1&REC=1" target="_blank">Abies amabilis (Douglas ex Louden) Douglas ex Forbes<br> </a>,,
1838,false,1838.php has been marked for review (Null partner) (Null browse link),- Collection in the Mountain West Digital Library,CollectionintheMountainWestDigitalLibrary,<p>Harold Mace was born and raised in Kanab%comma% UT. He was the only professional photographer in the greater Kanab area in the 1940s and 1950s. He was very civic-minded and recorded on film many of the events that happened in Kanab%comma% Kane County%comma% and the Fredonia%comma% Arizona area. He took the children's school pictures and his camera was at many school sports events. He photographed many weddings and family portraits. He also photographed documents for people to be preserved since copy machines were not available. Before he passed away%comma% he donated hundreds of photographs%comma% negatives and his early equipment to the Kanab Heritage Museum so that they could be preserved. </p>,%newline%Harold loved gardening%comma% hunting%comma% fishing and camping with his family. He loved music and played several instruments%comma% including the harmonica and mandolin. He played with a small band for 20 years%comma% and played often at senior citizen homes in the Kanab and Hurricane%comma% Utah area. He passed away in 2008 but left a monumental legacy in photographs for others to enjoy today.</p>%newline%This collection is currently unavailable.</p>,<img src="../images/collection_images/collection1838.png" alt="Alton Coal Mine" width="365" height="301" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1838.png" alt="Alton Coal Mine" width="365" height="301" layout = "responsive"></amp-img>,<a href="../partners/115.php" target="_blank">Snow College Libraries</a>,,
1857,false,1857.php has been marked for review (Null image) (Null image description) (Null Article Text),World War I Service Cards,WorldWarIServiceCards,Published by <a href="../partners/106.php">Weber State University - Stewart Library</a>,<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Weber+County+(UT)+World+War+I+Service+Cards">Browse all records in Weber County (UT) World War I Service Cards</a></p>,
1864,false,1864.php has been marked for review (Null image) (Null image description) (Null Article Text),Utah Construction-Utah International Symposium Speeches%comma% Ephemera%comma% Oral History,UtahConstructionUtahInternationalSymposiumSpeechesEphemeraOralHistory,Published by <a href="../partners/106.php">Weber State University - Stewart Library</a>,<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Weber+State+University%comma%+Stewart+Library%comma%+UC-UI+Symposium:+Keepsakes%comma%+Lectures+and+Posters">Browse all records in Weber State University%comma% Stewart Library%comma% UC-UI Symposium: Keepsakes%comma% Lectures and Posters</a></p>,
1865,false,1865.php has been marked for review (Null image) (Null image description) (Null Article Text),World War I Edmond (Ted) Littlefield,WorldWarIEdmondTedLittlefield,Published by <a href="../partners/106.php">Weber State University - Stewart Library</a>,<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=World+War+I+Edmond+(Ted)+Littlefield">Browse all records in World War I Edmond (Ted) Littlefield</a></p>,
1883,false,1883.php has been marked for review (Null partner),Roland Onffroy Collection,RolandOnffroyCollection,Published by <a href="../partners/287.php"></a>,</p>%newline%The Roland Onffroy Collection features photographs from all over Idaho in the 1940s.</p>%newline%,<img src="../images/collection_images/collection1883.jpg" width="366" height="291" alt="KIDO Radio" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1883.jpg" width="366" height="291" alt="KIDO Radio" layout = "responsive"></amp-img>,<a href="http://idahohistory.cdmhost.com/cdm/singleitem/collection/p16281coll4/id/123" target="_blank">KIDO Radio</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Roland+Onffroy+Collection">Browse all records in Roland Onffroy Collection</a></p>,
1903,false,1903.php has been marked for review (Null partner),Linford and Richards Family Collection,LinfordandRichardsFamilyCollection,<p> %newline% <!--Start left column -->The Linford/Richards papers document the lives of James H. Linford Jr.%comma% an educator%comma% and his wife Mary Hooper Blood Linford %comma% sister of Utah's seventh governor%comma% Henry H. Blood. Also included are the papers of Lorenzo A. Richards%comma% a physicist who specialized in agronomy%comma% and his wife Zilla Linford Richards%comma% niece of Utah's seventh governor%comma% Henry H. Blood. The collections consist of journals%comma% correspondence%comma% day planners%comma% and other materials.</p>,%newline%&nbsp;</p>%newline%%newline% <!--End left column --> %newline% <!--Start right column --> </p>%newline%&nbsp;</p>%newline%&nbsp;</p>%newline%&nbsp;</p>%newline%</p>,<img src="../images/collection_images/collection1903.jpg" width="175" height="225" alt="Two cards from Summer 1969 to Lorenzo and Zilla Richards" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1903.jpg" width="175" height="225" alt="Two cards from Summer 1969 to Lorenzo and Zilla Richards" layout = "responsive"></amp-img>,<a href="http://content.lib.utah.edu/cdm/ref/collection/uulrfc/id/6359" target="_blank">Two cards from Summer 1969 to Lorenzo and Zilla Richards</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Linford+and+Richards+Family+Collection">Browse all records in Linford and Richards Family Collection</a></p>,
1949,false,1949.php has been marked for review (Null partner),Barnard Stockbridge Collection,BarnardStockbridgeCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%The Barnard Stockbridge Photograph Digital Collection is comprised of 1200+ historical photographs collected and/or taken by T.N. Barnard and Nellie Stockbridge and donated to the University of Idaho Library in 1964. The images span the years 1894 to 1964%comma% containing images of Northern Idaho (Wallace/Kellogg Area) mines%comma% towns%comma% fires%comma% scenery%comma% and historical sites.</p>%newline%,<img src="../images/collection_images/collection1949.jpg" alt="Hercules Mine%comma% Burke (Idaho)" height ="250" width="250" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1949.jpg" alt="Hercules Mine%comma% Burke (Idaho)" height ="250" width="250" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/0" target="_blank">Hercules Mine%comma% Burke (Idaho)</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Barnard+Stockbridge+Collection">Browse all records in Barnard Stockbridge Collection</a></p>,
1950,false,1950.php has been marked for review (Null partner),Dworshak Dam Collection,DworshakDamCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%Digitized photographs and documents pertaining to the planning%comma% development and construction of the Dworshak Dam%comma% featuring documents and photographs detailing both the legislative and physical development of the dam.</p>%newline%,<img src="../images/collection_images/collection1950.jpg" alt="Dworshak Dam Project 23 (Ahsahke)" height ="250" width="250" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1950.jpg" alt="Dworshak Dam Project 23 (Ahsahke)" height ="250" width="250" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/dworshak/id/509" target="_blank">Dworshak Dam Project 23 (Ahsahke)</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Dworshak+Dam+Collection">Browse all records in Dworshak Dam Collection</a></p>,
1951,false,1951.php has been marked for review (Null partner),Turning of the Wheel Collection,TurningoftheWheelCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%The Turning of the Wheel Collection is a collection of videos%comma% photographs%comma% and transcripts documenting over 30 events that took place as part of the Turning of the Wheel Humanities Colloquium Series%comma% a "Humanities Exploration of the University of Idaho" which occurred over the course of the 2011-2012 Academic Year and was directed by Rodney Frey. For each event%comma% a University of Idaho community member offered his or her own response to the thematic question: "What is significance for you of the interplay between the particular/diverse/unique and the shared/universal/ubiquitous?"</p>%newline%,<img src="../images/collection_images/collection1951.jpg" alt="Rodney Frey%comma% Keynote Address - Turning of the Wheel%comma% Photograph 9" height ="250" width="250" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection1951.jpg" alt="Rodney Frey%comma% Keynote Address - Turning of the Wheel%comma% Photograph 9" height ="250" width="250" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/turning/id/58/rec/12" target="_blank"> Rodney Frey%comma% Keynote Address - Turning of the Wheel%comma% Photograph 9</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Turning+of+the+Wheel+Collection">Browse all records in Turning of the Wheel Collection</a></p>,
2038,false,2038.php has been marked for review (Null partner),Agricultural and Extension Publications,AgriculturalandExtensionPublications,Published by <a href="../partners/289.php"></a>,</p>%newline%A collaboration between the Library and University of Idaho Extension%comma% the University of Idaho Extension and Idaho Agricultural Experiment Station Publications collection features over 2000 publications that serve as the primary source for practical%comma% research-based information on Idaho agriculture%comma% forestry%comma% gardening%comma% family and consumer sciences%comma% and other to links.</p>%newline%,<img src="../images/collection_images/collection2038.jpg" width="349" height="514" alt="The Farmer's Vegetable Garden" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2038.jpg" width="349" height="514" alt="The Farmer's Vegetable Garden" layout = "responsive"></amp-img>,<a href="http://issuu.com/uidahodigital/docs/ui_ep-cisoptr-3052-cisomode-p/1?e=2211907/7205766" target="_blank">The Farmer's Vegetable Garden</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Agricultural+and+Extension+Publications">Browse all records in Agricultural and Extension Publications</a></p>,
2039,false,2039.php has been marked for review (Null partner),C. H. Shattuck%comma% Idaho Lantern Slides 1904-1910,CHShattuckIdahoLanternSlides19041910,Published by <a href="../partners/289.php"></a>,</p>%newline%Charles Houston Shattuck was a professor in the College of Natural Resources who initiated "Arboretum Hill" (now known as the Charles Houston Shattuck Arboretum). These early twentieth century slides depict the University of Idaho%comma% as well as the wilderness of Idaho and Idaho residents' attempts at domesticating it.</p>%newline%,<img src="../images/collection_images/collection2039.jpg" width="357" height="285" alt="War Eagle Gov't Fisheries boat" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2039.jpg" width="357" height="285" alt="War Eagle Gov't Fisheries boat" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/spec_cs/id/181" target="_blank">War Eagle Gov't Fisheries boat</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=C.+H.+Shattuck%comma%+Idaho+Lantern+Slides+1904-1910">Browse all records in C. H. Shattuck%comma% Idaho Lantern Slides 1904-1910</a></p>,
2040,false,2040.php has been marked for review (Null partner),Carleton Watkins Mine Interiors,CarletonWatkinsMineInteriors,Published by <a href="../partners/289.php"></a>,</p>%newline%Among the riches of the historical photograph collections of the University of Idaho Library is an oversize portfolio of eighty original Carleton E. Watkins photographs. Long considered lost%comma% these photographs of the interior of the Anaconda Mines in Butte%comma% Montana%comma% were taken in 1890. They show early hard-rock mining techniques%comma% equipment%comma% and men deep underground.</p>%newline%,<img src="../images/collection_images/collection2040.jpg" width="323" height="250" alt="Anaconda Mine 1000 ft. level East" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2040.jpg" width="323" height="250" alt="Anaconda Mine 1000 ft. level East" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/watkins/id/0" target="_blank">Anaconda Mine 1000 ft. level East</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Carleton+Watkins+Mine+Interiors">Browse all records in Carleton Watkins Mine Interiors</a></p>,
2041,false,2041.php has been marked for review (Null partner),Dizzy Gillespie Collection,DizzyGillespieCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%This collection was assembled by Special Collections and Archives of the University of Idaho Library with materials donated by Mrs. Gillespie. The collection contains fifteen items that belonged to the artist.</p>%newline%,<img src="../images/collection_images/collection2041.jpg" width="300" height="204" alt="Sunglasses" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2041.jpg" width="300" height="204" alt="Sunglasses" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/ijcdg/id/17/rec/1" target="_blank">Sunglasses</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Dizzy+Gillespie+Collection">Browse all records in Dizzy Gillespie Collection</a></p>,
2044,false,2044.php has been marked for review (Null partner),Gem of the Mountains Yearbooks,GemoftheMountainsYearbooks,Published by <a href="../partners/289.php"></a>,</p>%newline%The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.</p>%newline%,<img src="../images/collection_images/collection2044.jpg" width="320" height="436" alt="The Gem%comma% 1930" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2044.jpg" width="320" height="436" alt="The Gem%comma% 1930" layout = "responsive"></amp-img>,<a href="http://www.lib.uidaho.edu/digital/gem/1930/" target="_blank">The Gem%comma% 1930</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Gem+of+the+Mountains+Yearbooks">Browse all records in Gem of the Mountains Yearbooks</a></p>,
2045,false,2045.php has been marked for review (Null partner),Idaho Supreme Court Records and Briefs,IdahoSupremeCourtRecordsandBriefs,Published by <a href="../partners/289.php"></a>,</p>%newline%A collection of Idaho Supreme Court briefs%comma% transcripts and other documents from January 2010 to the present.</p>%newline%,<img src="../images/collection_images/collection2045.jpg" width="346" height="450" alt="Citibank (South Dakota) N.A. v. Carroll" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2045.jpg" width="346" height="450" alt="Citibank (South Dakota) N.A. v. Carroll" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/compoundobject/collection/law_briefs/id/11130" target="_blank">Citibank (South Dakota) N.A. v. Carroll</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Idaho+Supreme+Court+Records+and+Briefs">Browse all records in Idaho Supreme Court Records and Briefs</a></p>,
2046,false,2046.php has been marked for review (Null partner),Idaho Waters,IdahoWaters,Published by <a href="../partners/289.php"></a>,</p>%newline%The Idaho Waters Digital Library provides access to information resources relating to water issues in key Idaho river basins. The collection presently includes scientific and technical reports%comma% with an emphasis on Idaho Water Resources Research Institute reports and publications. This centralized digital repository provides a searchable interface for discovery and utilization of water resources documents.</p>%newline%,<img src="../images/collection_images/collection2046.jpg" width="338" height="436" alt="Some limnological aspects of Spring Valley Reservoir" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2046.jpg" width="338" height="436" alt="Some limnological aspects of Spring Valley Reservoir" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/idahowater/id/37" target="_blank">Some limnological aspects of Spring Valley Reservoir</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Idaho+Waters">Browse all records in Idaho Waters</a></p>,
2047,false,2047.php has been marked for review (Null partner),Intermountain Forest Tree Nutrition Cooperative,IntermountainForestTreeNutritionCooperative,Published by <a href="../partners/289.php"></a>,</p>%newline%A collection of reports%comma% studies%comma% and documents published by the Intermountain Forest Tree Nutrition Cooperative (IFTNC)%comma% a research cooperative composed of public and private forestry organizations that is located administratively in the College of Natural Resources at the University of Idaho.</p>%newline%,<img src="../images/collection_images/collection2047.jpg" width="308" height="400" alt="Six Year Fertilizer Response" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2047.jpg" width="308" height="400" alt="Six Year Fertilizer Response" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/iftnc/id/3350" target="_blank">Six Year Fertilizer Response</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Intermountain+Forest+Tree+Nutrition+Cooperative">Browse all records in Intermountain Forest Tree Nutrition Cooperative</a></p>,
2049,false,2049.php has been marked for review (Null partner),Kooskia Internment Camp Scrapbook,KooskiaInternmentCampScrapbook,Published by <a href="../partners/289.php"></a>,</p>%newline%The Kooskia Internment Camp Scrapbook documents the sights%comma% tasks%comma% scenes%comma% and events of Japanese men detained during the camp's two years or operation (May 1943 - May 1945). The camp was located in a remote area of north central Idaho%comma% 30 miles from the town of Kooskia; it was administered by the U.S. Immigration and Naturalization Service (INS) for the U.S. Department of Justice.</p>%newline%,<img src="../images/collection_images/collection2049.jpg" width="330" height="261" alt="Kooskia Internment Camp Scrapbook" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2049.jpg" width="330" height="261" alt="Kooskia Internment Camp Scrapbook" layout = "responsive"></amp-img>,<a href="http://www.lib.uidaho.edu/digital/Kooskia/" target="_blank">Kooskia Internment Camp Scrapbook</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Kooskia+Internment+Camp+Scrapbook">Browse all records in Kooskia Internment Camp Scrapbook</a></p>,
2050,false,2050.php has been marked for review (Null partner),Lewiston Orchards Life Newsletter,LewistonOrchardsLifeNewsletter,Published by <a href="../partners/289.php"></a>,</p>%newline%Lewiston Orchards Life was a newsletter published in Lewiston%comma% Idaho during the early 1900s. The newsletter covers the residential and horticultural lives of those living in the Lewiston Orchards area%comma% which is now a residential neighborhood.</p>%newline%,<img src="../images/collection_images/collection2050.jpg" width="369" height="484" alt="June 1913" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2050.jpg" width="369" height="484" alt="June 1913" layout = "responsive"></amp-img>,<a href="http://issuu.com/uidahodigital/docs/191306?mode=embed&layout=http%3A%2F%2Fskin.issuu.com%2Fv%2Fcolor%2Flayout.xml&backgroundColor=B09481&showFlipBtn=true" target="_blank">June 1913</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Lewiston+Orchards+Life+Newsletter">Browse all records in Lewiston Orchards Life Newsletter</a></p>,
2051,false,2051.php has been marked for review (Null partner),Northwest Historical Postcards,NorthwestHistoricalPostcards,Published by <a href="../partners/289.php"></a>,</p>%newline%This digital collection of over 800 postcards comes from the historical photograph collections of the University of Idaho Library's Special Collections & Archives. The postcards range in date from the 1890s to the 1980s and were given to the library by a wide variety of donors. </p>%newline%,<img src="../images/collection_images/collection2051.jpg" width="366" height="227" alt="Clark County Court House" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2051.jpg" width="366" height="227" alt="Clark County Court House" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/nwpostcards/id/155" target="_blank">Clark County Court House</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Northwest+Historical+Postcards">Browse all records in Northwest Historical Postcards</a></p>,
2052,false,2052.php has been marked for review (Null partner),Priest Lake Historical Photographs,PriestLakeHistoricalPhotographs,Published by <a href="../partners/289.php"></a>,</p>%newline% A digital collection comprised of 380 historical photographs of Priest Lake%comma% Idaho and the surrounding area. The images span the years 1880 to 1950%comma% documenting the area's waters%comma% boats%comma% buildings%comma% landscape and people. </p>%newline%,<img src="../images/collection_images/collection2052.jpg" width="191" height="293" alt="Nell Shipman on barge with animals" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2052.jpg" width="191" height="293" alt="Nell Shipman on barge with animals" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/priestlake/id/236" target="_blank">Nell Shipman on barge with animals</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Priest+Lake+Historical+Photographs">Browse all records in Priest Lake Historical Photographs</a></p>,
2054,false,2054.php has been marked for review (Null partner),Stanton Gilbert Fisher Collection,StantonGilbertFisherCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%Writings and memorabilia of Stanton Gilbert Fisher%comma% pioneer and Nez Perce War scout%comma% 1840-1915. Most of the documents are Nez Perce War collectibles%comma% such as maps%comma% photographs and accounts of the war and its participants. The rest of the papers are personal materials related to Fisher%comma% including autobiographical materials as well as the correspondence and census records of several of his family members.</p>%newline%,<img src="../images/collection_images/collection2054.jpg" width="210" height="317" alt="Stanton Gilbert Fisher" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2054.jpg" width="210" height="317" alt="Stanton Gilbert Fisher" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/fisher/id/260" target="_blank">Stanton Gilbert Fisher</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stanton+Gilbert+Fisher+Collection">Browse all records in Stanton Gilbert Fisher Collection</a></p>,
