Collection Number,Passed Inspection,Note,Title,Publisher,Article Text,Article Image,Image Height,Image Length,Image Description,,,,,,,,,,,
1946,FALSE,1946.php has been marked for review (Null partner),#NAME?,,</p>%newline%A collection of newspapers from Teton County Montana.</p>%newline%,collection1946.jpg,387,364,The Choteau Acantha 1906,,,,,,,,,,,
1949,FALSE,1949.php has been marked for review (Null partner),Barnard Stockbridge Collection,,</p>%newline%The Barnard Stockbridge Photograph Digital Collection is comprised of 1200+ historical photographs collected and/or taken by T.N. Barnard and Nellie Stockbridge and donated to the University of Idaho Library in 1964. The images span the years 1894 to 1964%comma% containing images of Northern Idaho (Wallace/Kellogg Area) mines%comma% towns%comma% fires%comma% scenery%comma% and historical sites.</p>%newline%,collection1949.jpg,,250,Hercules Mine%comma% Burke (Idaho),,,,,,,,,,,
1950,FALSE,1950.php has been marked for review (Null partner),Dworshak Dam Collection,,</p>%newline%Digitized photographs and documents pertaining to the planning%comma% development and construction of the Dworshak Dam%comma% featuring documents and photographs detailing both the legislative and physical development of the dam.</p>%newline%,collection1950.jpg,,250,Dworshak Dam Project 23 (Ahsahke),,,,,,,,,,,
1951,FALSE,1951.php has been marked for review (Null partner),Turning of the Wheel Collection,,"</p>%newline%The Turning of the Wheel Collection is a collection of videos%comma% photographs%comma% and transcripts documenting over 30 events that took place as part of the Turning of the Wheel Humanities Colloquium Series%comma% a ""Humanities Exploration of the University of Idaho"" which occurred over the course of the 2011-2012 Academic Year and was directed by Rodney Frey. For each event%comma% a University of Idaho community member offered his or her own response to the thematic question: ""What is significance for you of the interplay between the particular/diverse/unique and the shared/universal/ubiquitous?""</p>%newline%",collection1951.jpg,,250,Rodney Frey%comma% Keynote Address - Turning of the Wheel%comma% Photograph 9,,,,,,,,,,,
1953,TRUE,,Vietnam Era Oral History Project,Utah Valley University Library,</p>%newline%The Vietnam Era Oral History Project collection contains the transcripts%comma% audio%comma% and soon complete video of interviews with Vietnam War-era veterans%comma% nurses%comma% and family members. The interviews are conducted by Dr. William Cobb of Utah Valley University's Department of History. This collection will continue to grow%comma% as more interviews are currently being conducted and transcribed.</p>%newline%</p>%newline%&nbsp,</p>%newline%,collection1953.jpg,101,159,Ray Hill%comma% U.S. Air Force,,,,,,,,,,
1954,TRUE,,Utah Fire Service History Digital Archive,Utah Valley University Library,</p>%newline%The Utah Fire Service History Digital Archive includes images of community or district fire stations and fire trucks from around Utah%comma% as well as the written history of the Salt Lake County Fire Department%comma% covering 1921-2004.</p>%newline%&nbsp,</p>%newline%&nbsp,</p>%newline%,collection1954.jpg,153,230,Enterprise Volunteer Fire Department's American LaFrance,,,,,,,,,
1955,TRUE,,Women's Walk: Honoring the Women of Utah,Utah Valley University Library,</p>%newline%The Utah Women's Walk: Honoring the Women of Utah is a history project on a grand scale%comma% the brainchild of UVU American Studies instructor Michele Welch. Mrs. Welch and many of her students have researched prominent women in Utah--both from history and those currently living--and have created biographies of them%comma% conducted oral histories with those still living%comma% and are planning a beautiful memorial garden to honor these women. This collection currently contains transcripts and audio of only several of the interviews%comma% but this collection will grow soon with the addition of many more interviews%comma% as well as video of the interviews.,collection1955.jpg,120,120,Doris Okerlund Judd,,,,,,,,,
1956,TRUE,,Utah Valley University Student Newspapers,Utah Valley University Library,</p>%newline%This is the collection of student newspapers from the various iterations of Utah Valley University. The collection includes newspapers from 1969 through 2012.</p>%newline%&nbsp,</p>%newline%,collection1956.jpg,224,172,Tradewinds%comma% November 16%comma% 1973,,,,,,,,,,
1957,FALSE,1957.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Billings Public Library collection conveys the history of Billings and Yellowstone County (Montana) in photographs%comma% images of noteworthy documents and monographs. These records include information about the pioneers who first settled in the area%comma% first buildings and industries, as well as notable books%comma% historic documents and letters. </p>%newline%,collection1957.jpg,299,232,Bennighoff%comma% Julia%comma% bio,,,,,,,,,,
1958,FALSE,1958.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Butte-Silver Bow Public Archives collections are comprehensive and interrelated and provide dynamic insights into the second Industrial revolution -the electrification of America-the history of copper mining and the rise of the Gibraltar of the labor movement in the American West. Butte%comma% Montana is home of the world's largest copper deposit%comma% once one of the most radically and ethnically diverse settlements of the West. The Butte-Silver Bow Public Archives actively collects manuscripts%comma% documents%comma% photographs%comma% and maps pertaining to Butte-Silver Bow. The Archives holds some 2%comma%000 collections in its state-of-the-art building. The records and manuscripts provide essential information on a number of subjects including the history of technology%comma% environmental history%comma% the history of women and minority groups and industrial and labor history. </p>%newline%,collection1958.jpg,360,244,Montana Schools for Deaf%comma% Blind and Backward Children : 1921-1922 Annual Report,,,,,,,,,,,
1959,FALSE,1959.php has been marked for review (Null partner),#NAME?,,"</p>%newline%Charles Hauswirth was born in Butte%comma% Montana in 1882 to Simon and Mary Hauswirth. In 1906 Hauswirth was a grocer at Forrest and Hauswirth Grocer%comma% and later he owned the Western Fuel Company. In 1932 Hauswirth started the ""Eye Opener%comma%"" a self-published newspaper%comma% which served as a venue for him to voice his thoughts on the economic troubles of the 1930s. After two unsuccessful campaigns for commissioner and sheriff%comma% he was nominated for mayor in 1935 as a Republican. He was the first mayor in Butte to serve more than two terms%comma% serving four terms. Hauswirth was a member of the Butte Exchange Club%comma% Butte Lodge No. 240%comma% BPOE%comma% and the Masonic Fraternity. Hauswirth died at his home on April 11%comma% 1941%comma% shortly after winning his fourth re-election.</p>%newline%",collection1959.jpg,283,200,Charles Hauswirth Portrait,,,,,,,,,,,
1960,FALSE,1960.php has been marked for review (Null partner),#NAME?,,</p>%newline%Mines and immigrant neighborhoods%comma% labor unions and socialism%comma% progressive schools and thriving theaters%comma% saloons and brothels%comma% the Columbia Gardens and the Berkeley Pit—all of these contribute to the historical legacy of Butte%comma% Montana. The landscape of Butte today is filled with historic buildings and headframes%comma% along with outdoor areas like the Highland Mountains and the nearby Boulder River. This collection contains books%comma% pamphlets%comma% scrapbooks%comma% articles%comma% and photographs exploring and showcasing the Butte area's rich history%comma% including privately held items contributed by community members.</p>%newline%,collection1960.jpg,280,381,Butte's East Side (1891),,,,,,,,,,,
1961,FALSE,1961.php has been marked for review (Null partner),#NAME?,,</p>%newline%The town of Big Timber was settled in south central Montana when the Northern Pacific Railroad arrived in 1882. By 1892%comma% Big Timber was one of the world's largest exporters of wool%comma% shipping out as much as 2 million pounds a year.The Big Timber Pioneer newspaper started in 1889 and is still in print today.This collection of newspapers begins with 1893 when Big Timber had a population of 500 and follows the community through its colorful history - including adventures with Native Americans%comma% the arrival of Chinese and Norwegian immigrants%comma% the big fire on Friday the 13th (March 1908)%comma% the decline of the wool industry%comma% the rise of cattle and cowboys%comma% and lots more.</p>%newline%,collection1961.jpg,356,228,Big Timber Pioneer 1895,,,,,,,,,,,
1962,FALSE,1962.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Darby Diaries Collection resulted from the compilation of personal accounts and published information on the history of Darby Montana and its residents. The materials are arranged in chapters because the original intent of the compilers was to create a book. The historical information dates from the mid-1800s through the Darby Centennial Celebration in 1988 and ending with the Montana Centennial in 1989.</p>%newline%,collection1962.jpg,408,248,Battle against Rocky Mountain Spotted fever,,,,,,,,,,,
1963,FALSE,1963.php has been marked for review (Null partner),#NAME?,,</p>%newline%A locally compiled history of Fallon County containing profiles of communities%comma% industries%comma% churches%comma% schools%comma% and public officials%comma% with photographs.</p>%newline%,collection1963.jpg,299,232,Fallon County Memories 1908-1983,,,,,,,,,,,
1964,FALSE,1964.php has been marked for review (Null partner),#NAME?,,</p>%newline%Fallon County in southeastern Montana was formed in 1913 when it was determined the current county's area was too large for government and commercial purposes. Until 1936 when oil was discovered%comma% agriculture and livestock were Fallon County's chief forms of revenue. Fallon County has had a newspaper since 1910 with The Advocate%comma% The Baker Sentinel and the Fallon County Times informing residents about news and events of the times. This collection of newspapers begins in 1912 and follows the community through its history.</p>%newline%,collection1964.jpg,378,264,Fallon County Times 1918,,,,,,,,,,,
1965,FALSE,1965.php has been marked for review (Null partner),#NAME?,,</p>%newline%Baker High School Annuals.</p>%newline%,collection1965.jpg,367,265,Baker High School Annual 1969 SPARTAN,,,,,,,,,,,
1966,FALSE,1966.php has been marked for review (Null partner),#NAME?,,</p>%newline%Construction of the Hungry Horse Dam: p15018coll1 From August 1948 to April 1953%comma% progress reports were issued monthly on the building of the Hungry Horse Dam in northwest Montana. The reports consisted of one to three pages of narrative%comma% plus (during construction season) three to six photographs. In many cases%comma% a photograph of the same site was taken at regular intervals%comma% clearly showing what had been accomplished during the previous thirty days.</p>%newline%,collection1966.jpg,299,232,Hungry Horse Dam Construction Reports (1948-1953),,,,,,,,,,,
1967,FALSE,1967.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Flathead and Lincoln Counties Directories Collection consists of 10 R.L. Polk city directories originally published from 1901 to 1922. The directories cover the geographical area that is now Lincoln%comma% Flathead%comma% and northern Lake County. City directories contain a wealth of information about individuals%comma% towns and businesses. Information about individuals may include addresses%comma% occupations%comma% spouses%comma% and in some volumes death dates or place of relocation.</p>%newline%,collection1967.jpg,355,332,R.L. Polk & Co.'s Kalispell city directory and Flathead and Lincoln Counties directory 1909-10,,,,,,,,,,,
1968,FALSE,1968.php has been marked for review (Null partner),#NAME?,,</p>%newline%This 10-volume collection of newspaper articles and other early writing provides a unique look at the Flathead area of Montana in the late 1800s. It includes information about Native Americans%comma% settlers%comma% and early towns (such as Demersville). Its compiler%comma% Samuel Enoch Johns (1866-1945)%comma% was 23 years old when he arrived in the Flathead area in 1889. Johns was a Kalispell%comma% Montana businessman and local historian who compiled the histories at the urging of his brother-in-law%comma% Frank Bird Linderman.</p>%newline%,collection1968.jpg,502,351,The pioneers%comma% Volume 4,,,,,,,,,,,
1969,FALSE,1969.php has been marked for review (Null partner),#NAME?,,</p>%newline%A collection of newspapers from the Assiniboine and Sioux tribal communities of the Fort Peck reservation. Included are the Wotanin Wowapi%comma% Poplar Shopper%comma% and Poplar Standard. Dates for the collection range from the 1950s through the 2000s.</p>%newline%,collection1969.jpg,300,213,The Poplar Shopper 1975-03-13,,,,,,,,,,,
1970,FALSE,1970.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Prospector%comma% the student-produced Carroll College newspaper%comma% began publication in 1911. From its founding in 1909 until 1932 the College's name was Mount St. Charles College. Until 1922%comma% the Prospector consisted of articles on historical and contemporary topics%comma% poetry%comma% and a small amount of local news and reportage on College athletics. From September 1975 through April 1977 the newspaper changed its name to The Tumbleweed, it continued as The Prospector in September 1977. The newspaper is not published during the summer and has been issued irregularly%comma% with anywhere from two to twelve issues within the academic year. </p>%newline%,collection1970.jpg,281,192,The Prospector 1918-02-00 (v7n2),,,,,,,,,,
1971,FALSE,1971.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Central Montana Historical Documents collection consists of many of the early articles written by local historians. It also includes some of the early books that local communities wrote about the early settlers. This collection contains High School annuals%comma% Judith Basin real estate brochures%comma% ghost town articles and many interviews that tell a story of the homesteaders and their business ventures.</p>%newline%,collection1971.jpg,406,272,Art Survey 1943,,,,,,,,,,,
1972,FALSE,1972.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Central Montana Historical Photograph collection shows a representative sample of the Lewistown and Fergus County area from 1880-1930. It includes the early Metis settlers%comma% the Croatian stonemasons who constructed the buildings that still exist today and the homesteaders who shaped early Fergus County. Many of these photos were taken by the early photographer%comma% William Culver. </p>%newline%,collection1972.jpg,212,330,Aerial View of Lewistown%comma% Montana,,,,,,,,,,,
1973,FALSE,1973.php has been marked for review (Null partner),#NAME?,,</p>%newline%A full century of obituaries from Liberty County%comma% Montana%comma% this collection of 5000 obits covers the period 1905 through 2010. The Broken Mountain Genealogical Society collected the obituaries from the pages of the Chester Signal%comma% Joplin Independent%comma% Joplin Times%comma% Chester Democrat%comma% Chester Reporter%comma% Liberty County Farmer%comma% and Liberty County Times.</p>%newline%,collection1973.jpg,330,255,Binder: Index,,,,,,,,,,,
1975,FALSE,1975.php has been marked for review (Null partner),#NAME?,,"</p>%newline%A collection of books exploring topics such as the exploration and occupation of Montana%comma% Native American history%comma% wars%comma% trading%comma% and military posts%comma% mining%comma% newspapers%comma% churches%comma% and societies during the time between 1735 and 1885. These works generally include treatments of Montana counties as well as personal ""reminiscences"" from notable Montanans. Illustrations of people%comma% buildings%comma% farms%comma% ranches%comma% and natural features of the era can be found in these titles.</p>%newline%",collection1975.jpg,300,208,A history of Montana Volume 3,,,,,,,,,,,
1976,FALSE,1976.php has been marked for review (Null partner),#NAME?,,</p>%newline%Assembled in the mid-1970s by Bonner School Superintendent Jack L. Demmons%comma% this collection of approximately 1%comma%600 photographs depicts life in and around Bonner%comma% Montana%comma% from the late 1800s through the 1950s. These photos are the pride of the community of Bonner and were digitized at the University of Montana's Maureen and Mike Mansfield Library in 2007. The photographs were used extensively in historic research required by the Comprehensive Environmental Response%comma% Compensation%comma% and Liability Act (CERCLA)%comma% commonly known as Superfund%comma% when the Milltown Reservoir was designated a Superfund site in early 1980. </p>%newline%,collection1976.jpg,270,261,1935 Bonner baseball team,,,,,,,,,,,
1977,FALSE,1977.php has been marked for review (Null partner),#NAME?,,</p>%newline%A broad and growing collection of reference materials related to the Native American tribes of Montana. The collection will ultimately contain government documents%comma% archival documents%comma% photographs%comma% and other materials.</p>%newline%,collection1977.jpg,300,208,Archaeological Survey Program of the Museum of the Plains Indian,,,,,,,,,,,
1978,FALSE,1978.php has been marked for review (Null partner),#NAME?,,</p>%newline%The Natives of Montana Archival Project (NOMAP) collects primary source documents related to the various tribes of Montana. Documents have been collected from the National Archives%comma% National Museum of Natural History%comma% and the Smithsonian Institution in Washington%comma% DC. </p>%newline%,collection1978.jpg,200,300,Blackfeet Agency 320 Record Group 75 - Box 174,,,,,,,,,,,
1979,FALSE,1979.php has been marked for review (Null partner),#NAME?,,"</p>%newline%During World War II%comma% Fort Missoula in Missoula%comma% Montana%comma% was turned over to the Department of Justice%comma% Immigration and Naturalization Service for use as an Alien Detention Center (ADC) to hold foreign nationals and resident aliens. This collection includes correspondence%comma% telegrams%comma% memoranda and maps documenting the creation of the Fort Missoula Detention Camp between 1941 and 1942. The majority of the records originate from Willard F. Kelly%comma% Chief Supervisor of Border Patrol%comma% Immigration and Naturalization Service. Details are provided about the construction of new facilities; the renovation of existing facilities; the securing of supplies including vaccinations%comma% clothing and food; and other logistics such as sanitation and entertainment. Some documents include personal information about the detainees including name%comma% rank%comma% age%comma% hometown%comma% and marital status. Some of the documents also relate to provisioning Fort Lincoln just south of Bismarck%comma% North Dakota. Between 1941 and 1944%comma% the ADC held 1%comma%200 non-military Italian men%comma% 1%comma%000 Japanese resident aliens%comma% 23 German resident aliens%comma% and 123 Japanese Latin and South Americans. The 1%comma%200 Italian men were merchant seamen%comma% World's Fair employees and the crew of an Italian luxury liner seized in the Panama Canal. Many of the Italians%comma% who referred to the Fort as ""Bella Vista%comma%"" spent the war as paid laborers replacing American men working in forestry%comma% farms%comma% the sugar beet industry and constructing Highway 12. Following the bombing of Pearl Harbor on December 7%comma% 1941%comma% the FBI arrested more than a 1%comma%000 of the most prominent Japanese leaders on the west coast as potential security risks. Ultimately%comma% over 1%comma%000 Japanese men -- all resident aliens barred by law from American citizenship -- were held at Fort Missoula for loyalty hearings. None was ever charged with any act of disloyalty but all were held at Fort Missoula or other camps for the duration of the war. A handful of German resident aliens were held for short periods at Fort Missoula%comma% although most were held at Fort Lincoln in Bismarck%comma% North Dakota. The 123 men of Japanese ancestry from Latin and South America%comma% mostly Peru%comma% were a very small part of several thousand held primarily at the Santa Fe camp or at Crystal City%comma% Texas. The documents in this collection were scanned from notebooks maintained by the Historical Museum at Fort Missoula. These notebooks contain only photocopies. Documents which include medical or case file information about detainees have not been made available. There are indications that the original documents were held at one time in the record vault of the Missoula County Records office. Official records of internment camps%comma% including those of Fort Missoula%comma% are held by the National Archives and Records Administration in RG 85. </p>%newline%",collection1979.jpg,350,273,Correspondence to District Director,,,,,,,,,,,
1980,FALSE,1980.php has been marked for review (Null partner),#NAME?,,"</p>%newline%The Boone and Crockett Club was the United States' first hunting and big game conservation organization. It was founded by Theodore Roosevelt in 1887 and continues to this day. Its mission is ""to promote the conservation and management of wildlife%comma% especially big game and its habitat%comma% to preserve and encourage hunting%comma% and to maintain the highest ethical standards of fair chase and sportsmanship in North America.""</p>%newline%Among its many activities%comma% the Club advocated for passage of conservation laws and policies such as the Alaska Game Law%comma% the establishment of Glacier and Mt. McKinley (now Denali) National Parks%comma% a bill to enlarge Yellowstone National Park%comma% and many forest reserve and game refuge bills. The Club was able to lend effective support to conservation efforts due to its notable members%comma% including Aldo Leopold%comma% Gifford Pinchot%comma% Theodore Roosevelt%comma% George Bird Grinnell%comma% Charles Sheldon%comma% John F. Lacey%comma% Stephen Mather%comma% Jay N. ""Ding"" Darling%comma% and many other prominent conservationists.</p>%newline%",collection1980.jpg,402,309,Letter from George Bird Grinnell to Alden Sampson,,,,,,,,,,,
1981,FALSE,1981.php has been marked for review (Null partner),#NAME?,,</p>%newline%A growing collection of documents relating to neighborhoods in the city of Missoula%comma% Montana.</p>%newline%,collection1981.jpg,336,308,Missoula Historical Resource Survey,,,,,,,,,,,
1982,FALSE,1982.php has been marked for review (Null partner),#NAME?,,</p>%newline%Evelyn J. Cameron was a pioneer photographer and rancher in eastern Montana. Originally from England%comma% she moved to Montana with her husband Ewen in 1893. Evelyn kept extensive diaries from 1893 until her death in 1928. The diaries (35 in total) presented here chronicle her daily life including books she read%comma% chores%comma% lists of letters written and received%comma% local and national events%comma% photographs taken%comma% social activities%comma% verbatim copies of special letters%comma% and weather. The diaries also include innumerable tidbits of information that reveal the fabric of her life and by extension that of many women in eastern Montana at the time. For instance%comma% her diaries include the number of eggs gathered and chickens killed per month, notes on the amount of butter she churned, methods of skinning a coyote and breaking a horse, accounts of money made from her photos and garden produce, lists of supplies, and Evelyn's favorite poems and quotes. In order to make ends meet%comma% Evelyn also became an accomplished photographer%comma% working for hire for local families wanting to record special events. Her images capture the surprising ethnic and cultural diversity that marked life in the Terry%comma% Montana area in the late 19th and early 20th centuries. The diaries record when and where she took images%comma% for whom%comma% why and on what occasions%comma% and what her thoughts were at the time. Taken together the images and diaries provide wonderful insights into the life of early eastern Montana ranch families.</p>%newline%,collection1982.jpg,234,383,1896 Diary of Evelyn Cameron,,,,,,
1983,FALSE,1983.php has been marked for review (Null partner),#NAME?,,</p>%newline%These locally produced books of 100-1000 pages contain the rich%comma% detailed stories of small Montana communities from the homestead era and beyond. Fully searchable by keyword%comma% the books include family histories%comma% photographs%comma% maps%comma% diary excerpts%comma% letters%comma% and first-hand recollections of significant events. This growing collection currently covers 29 of Montana's 56 counties. </p>%newline%,collection1983.jpg,264,199,Headwaters Heritage History,,,,,,,,,,,
1984,FALSE,1984.php has been marked for review (Null partner),#NAME?,,</p>%newline%Rosetta Kamlowsky was one of the first female broadcasters in Montana. She hosted the Scooter radio show on KBLL Radio beginning in 1968. Over the course of her broadcasting career she interviewed everyone from her local friends and neighbors to Montana governors and Hollywood celebrities. This is a collection of those interviews dating from the 1960s to the 1980s. </p>%newline%,collection1984.jpg,401,306,Transcript of Dick Ludwig interview,,,,,,,,,,,
1985,FALSE,1985.php has been marked for review (Null partner),#NAME?,,</p>%newline%Research Montana's rich history using materials from the collections of the Archives at the Montana Historical Society. This collection includes digitized manuscript materials like diaries and letters%comma% as well as the records of government agencies%comma% corporations and organizations. Collection strengths include documentation of state and local government%comma% 19th century businesses%comma% overland journeys%comma% mines and mining%comma% political figures%comma% national parks%comma% wilderness and environmental issues%comma% fraternal and/or service clubs%comma% and women's history. Check back regularly for new materials being added to this collection. </p>%newline%,collection1985.jpg,400,323,Benning & Barsalou Auctioneers Records 1876-1877,,,,,,,,,,,
1986,FALSE,1986.php has been marked for review (Null partner),#NAME?,,</p>%newline%A 40%comma%000-page collection of historical livestock brands encompassing the beginning of brand registrations in Montana in 1873 and including new brand assignments%comma% transfers%comma% and re-registrations through 1980. The records were compiled by the Brands Enforcement Division of the Montana Department of Livestock. Brands were registered for a ten-year time period and had to be re-registered - starting in 1911 - at the start of each decade (1921%comma%1931%comma% etc.).</p>%newline%,collection1986.jpg,253,148,1961-70 Brand Registrations,,,,,,,,,,,
1987,FALSE,1987.php has been marked for review (Null partner),#NAME?,,</p>%newline%Research Montana and the West using maps from the collections of various institutions throughout the state of Montana%comma% including contributions from the Montana Historical Society Research Center and the University of Montana Mansfield Library. This collection includes everything from territorial maps to present-day topographic maps.</p>%newline%,collection1987.jpg,166,367,A map of Lewis and Clark's track,,,,,,,,,,,
1988,FALSE,1988.php has been marked for review (Null partner),#NAME?,,</p>%newline%The physical collection consists of records of the Montana State Prison (1869-1974)%comma% the Board of Pardons (1890-1965)%comma% the Board of Prison Commissioners (1890-1962)%comma% and the United States Penitentiary%comma% Montana Territory. This digital collection will ultimately comprise approximately ten thousand prisoner description sheets with mug shots. Post-1932 records may also include FBI arrest sheets. </p>%newline%,collection1988.jpg,400,222,Surnames Baker-Bakke,,,,,,,,,,,
1989,FALSE,1989.php has been marked for review (Null partner),#NAME?,,</p>%newline%Learn about Montana's rich history through these images—a sampling of the 500%comma%000 photos in the collection of the Montana Historical Society Photograph Archives that illustrate the diverse history of the state and its people%comma% as well as the beauty of its landscape. </p>%newline%,collection1989.jpg,302,382,4th of July%comma% 1913%comma% Polson%comma% Mont.,,,,,,,,,,,
1990,FALSE,1990.php has been marked for review (Null partner),#NAME?,,</p>%newline%Research Montana's rich history using published materials from the collections of the Library at the Montana Historical Society. This collection includes pamphlets%comma% posters%comma% books%comma% and state and federal documents. </p>%newline%,collection1990.jpg,262,198,Anderson for Congress,,,,,,,,,,,
1991,FALSE,1991.php has been marked for review (Null partner),#NAME?,,</p>%newline%Complete nominations for 89 historic sites located throughout Montana. In addition to detailed descriptions and discussion of historical significance%comma% the nomination packets include maps%comma% blueprints and photographs (typically found in Section 10). The Montana State Historic Preservation Office houses more than 1600 such forms, this digital collection encompasses only born-digital nominations from 2006-2010. </p>%newline%,collection1991.jpg,401,309,Black Otter Trail,,,,,,,,,,
1992,FALSE,1992.php has been marked for review (Null partner),#NAME?,,</p>%newline%This digital collection is comprised of State of Montana enlistment cards for the Montana National Guard from 1890 to 1918%comma% arranged alphabetically by surname. It includes enlistment information for all persons who entered the service in Montana during this period%comma% including Spanish-American War and pre-World War I enlistments. This card file is part of the Montana Adjutant General's Office Records 1889-1959 (RS 223).</p>%newline%,collection1992.jpg,232,370,1898%comma% Spanish-American War,,,,,,,,,,,
1993,FALSE,1993.php has been marked for review (Null partner),#NAME?,,</p>%newline%The bulk of this collection consists of World War I Army enlistments%comma% organized into groups by surname. The collection also includes Marines%comma% Marine officers%comma% and nurses%comma% as well as dishonorable discharges%comma% fraudulent enlistments%comma% and enemy aliens. This card file is part of the Montana Adjutant General's Office Records 1889-1959 (RS 223).</p>%newline%,collection1993.jpg,235,370,World War I Navy,,,,,,,,,,,
1994,FALSE,1994.php has been marked for review (Null partner),#NAME?,,</p>%newline%This collection consists of military enlistment records for World War II (1939-1945)%comma% arranged alphabetically by surname. All branches of militrary service are included together%comma% with their respective branches marked on the individual cards. This card file is part of the Montana Adjutant Generals Office Records 1889-1959 (RS 223). </p>%newline%,collection1994.jpg,188,278,World War II (COPE-DEKAYE),,,,,,,,,,,
1995,FALSE,1995.php has been marked for review (Null partner),#NAME?,,</p>%newline%Thomas Brown Brook (1890-1966) was the son of a Nevada City gold miner who came to Montana in 1863. His father%comma% John Brook%comma% established a ranch on the Beaverhead River eight miles south of Twin Bridges%comma% Montana in 1870%comma% and Thomas grew up on the ranch and attended local schools. He graduated from Gallatin County High School in Bozeman and in 1913 earned a degree in Civil Engineering from Montana State College. After working on a ranch and serving in France during World War I%comma% Brook returned to Twin Bridges%comma% where he worked as an electrician. As a hobby%comma% Brook began taking photographs of various locations in and around Twin Bridges. Eventually%comma% he engaged in copying historical photographs brought to him by various individuals. Before his death in 1966%comma% Brook had compiled a substantial collection of both original and copied photographs. The Thomas Brook Photograph Collection consists of nature landscapes and town views of southwest Montana%comma% particularly in the Twin Bridges area of Madison and Beaverhead Counties. Subjects include natural history%comma% ranch and farming operations%comma% bridges and bridge construction%comma% mining and timber outfits%comma% schools and school groups%comma% and early settlers of the Twin Bridges area.</p>%newline%,collection1995.jpg,159,240,First Train in Twin Bridges,,,,,,,,,,,
1996,FALSE,1996.php has been marked for review (Null partner),#NAME?,,"</p>%newline%August ""Gus"" Ludwig Hormay (1907-1999) developed the rest-rotation grazing management system of the Western United States rangelands and spent more than seventy years working in natural resource conservation. In 1931%comma% after he completed his academic studies at the University of California%comma% Berkeley%comma% Hormay started working for the United States Department of Agriculture Forest Service. For the next thirty-six years%comma% Hormay worked out of the Pacific Southwest Forest and Range Experiment Station in Berkeley%comma% California and developed the theory of rest-rotation. In 1966%comma% Hormay transferred to the Bureau of Land Management and spearheaded the education of government officials%comma% land stewards%comma% and livestock holders in rest-rotation grazing techniques. The Hormay Collection of his personal and professional papers includes daily activities during 1930-1999; numerous publications; research files on Modoc National Forest%comma% Lassen National Forest%comma% and Plumas National Forest; experimental forests and ranges of Blacks Mountain Experimental Forest%comma% Burgess Spring Experimental Range%comma% and Harvey Valley Grazing Allotment; grazing allotments and rangelands throughout the intermountain and Trans-Mississippi West 1965-1977; and Hormay's experiments with reproduction and germination of bitterbrush (Purshia tridentata) 1942-1979. </p>%newline%",collection1996.jpg,400,308,Montana Governors records 1889-1962,,,,,,,,,,,
1997,FALSE,1997.php has been marked for review (Null partner),#NAME?,,</p>%newline%James Willard Schultz (1859-1947) lived in and wrote about the northwestern portion of Montana which now includes the Blackfeet Reservation and Glacier National Park. In 1877%comma% at the age of 18%comma% he traveled from his birthplace in Boonville%comma% New York to Fort Benton%comma% Montana Territory. He became interested in American Indians%comma% and lived for many years with the Blackfeet Indians as an accepted member of their nation. Drawing upon his experiences on the western frontier%comma% he wrote books and articles to make a living as an author. The Schultz Collection includes photographs of Blackfeet%comma% Blood%comma% Kutenai%comma% Shoshoni and Arapaho Native Americans%comma% Glacier and Waterton Lakes National Parks%comma% and historic views of Montana%comma% Wyoming%comma% and Arizona.</p>%newline%,collection1997.jpg,159,280,Blackfoot Native North American%comma% Mrs. Little Dog (Imitaikwan),,,,,,,,,,,
1998,FALSE,1998.php has been marked for review (Null partner),#NAME?,,</p>%newline%A collection of college yearbooks from Eastern Montana Normal School%comma% Eastern Montana State Normal School%comma% and Eastern Montana College of Education (now known as MSU Billings)%comma% beginning in 1929 with the last yearbook in 1972.</p>%newline%,collection1998.jpg,200,150,THE RIMROCK 1934,,,,,,,,,,,
1999,FALSE,1999.php has been marked for review (Null partner),#NAME?,,</p>%newline%A collection of student produced newspapers from Eastern Montana State Normal School%comma% Eastern Montana College of Education%comma% and now known as Montana State University Billings (MSU Billings)%comma% ranging from 1940 to 2013. </p>%newline%,collection1999.jpg,411,313,EMCOE,,,,,,,,,,,
2000,FALSE,2000.php has been marked for review (Null partner),#NAME?,,</p>%newline%Early day Polson%comma% Montana%comma% located on the beautiful shores of Flathead Lake%comma% boasted two weekly newspapers%comma% The Flathead Courier and The Lake Shore Sentinel. Their small-town stories and articles%comma% pictures%comma% and ads for long-ago products and businesses give a clear glimpse into Polson/Lake County life during the early years of the twentieth century. Both newspapers show the vibrant history of this prospering Montana location. In 1911%comma% The Lake Shore Sentinel consolidated with The Flathead Courier. World news continued to mingle with local editorial comments%comma% homestead news%comma% school happenings%comma% births and deaths%comma% and farm and ranch news%comma% along with details like stage coach and ferry schedules. </p>%newline%,collection2000.jpg,335,228,The Lake Shore Sentinel 1909,,,,,,,,,,,
